image_path,transcription
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\8\line_052.png,"en los instrumentos que deziamos de los hombres, no puede aver dos diferentes, que hagan el mismo"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\8\line_053.png,"oficio de la mesma manera: como el cuchillo; y las tixeras, se hizieron ambos para cortar, pero no"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\8\line_054.png,"cortan de una misma manera, ni en todas las cosas el uso del uno se puede sacar del otro: y assi es en"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\8\line_055.png,"los vocablos, como dezimos en Latin conteauno, y despicio por despreciar, pero mirando la propia"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\8\line_056.png,"significacion de cada uno por la Etymologia, vemos que son muy diferentes, y por el mismo caso"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\8\line_057.png,"que los Autores Antiguos los juntan, aviamos de entender que son muy diferentes en la significa-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\8\line_058.png,"cion, pues a no serlo, fuera una intolerable Batologia. Estas son las grandes utilidades del conoci-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\8\line_059.png,"miento de las Etymologias, demas de ser a mi parecer el mayor gusto de los buenos ingenios, como"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\8\line_060.png,"de conocer las cosas por sus causas, entender los vocablos por las suyas, con el qual estudio se adquie"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_001.png,POR quanto por parte de
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_002.png,vos fray Ivan Benito Guar
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_003.png,diola monje professo de
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_004.png,"la orden de S. Benito, nos"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_005.png,fue fecha relacion q vos
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_006.png,aviais compuesto un libro
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_007.png,intitulado Tratado de
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_008.png,nobleza y de los titulos y dictados que oy
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_009.png,dia tienen los varones claros y grandes de
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_010.png,"España, el qual era muy util y provechoso,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_011.png,"y para lo hazer aviais trabajado mucho, a-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_012.png,tento lo qual nos suplicastes lo mandassemos
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_013.png,ver y daros licencia y privilegio para le im
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_014.png,"primir por el tiempo q fuessemos servido, o"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_015.png,como la nuestra merced fuesse: lo qual vis-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_016.png,"to por los del nro consejo, y como por su"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_017.png,mandado se hizieron las diligencias de la
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_018.png,pragmatica por nos hecha sobre la impres
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_019.png,"sion de los libros dispone, fue acordado que"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_020.png,deviamos de mandar dar esta nuestra cedula
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_021.png,"para vos en la dicha razon, y nos tuvimoslo"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_022.png,por bien: y por la presente por os hazer bien
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_023.png,y merced vos damos licencia y facultad pa
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_024.png,ra q por tiempo de diez años primeros si-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\9\line_025.png,guientes que corren y se cuentan desde el
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_001.png,dia de la fecha desta nuestra cedula podais
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_002.png,imprimir el dicho libro que de suso se ha-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_003.png,ze mencion por el original que en el nuestro
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_004.png,Consejo se vio que va rubricado y firmado
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_005.png,al fin de Pedro del Marmol nuestro escri-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_006.png,vano de camara de los que residen en el
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_007.png,"nuestro Consejo, con que antes que se ven-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_008.png,da le traygays ante ellos jusntamente con
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_009.png,el dicho original para q se vea si la dicha
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_010.png,"impression esta conforme a el, y traygays"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_011.png,fee en publica forma como por corrector
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_012.png,nombrado por nuestro mandado se vio y
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_013.png,corrigio la dicha impression por el origi-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_015.png,nal: y mandamos al impressor que ansi im-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_016.png,primiere el dicho libro no imprima el prin
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_017.png,"cipio ni el primero pliego del, ni entregue"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_018.png,mas de un sol olibro con el original al au-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_019.png,"tor, o persona a cuya costa le imprimie-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_020.png,"re, ni a otra alguna para efecto de la di-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_021.png,cha correccion y tassa cierta que antes
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_022.png,y primero el dicho libro este corregido y
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_023.png,"tassado por los del nuestro Consejo, y es-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_024.png,tando fecho y no de otra manera pueda
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_025.png,imprimir el dicho principio y primer plie
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_027.png,"go, en el qual seguidamente ponga esta"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_028.png,"nuestra cedula, licencia y privilegio, y la"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\10\line_029.png,"aprovacion, tassa y erratas, so pena de"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_001.png,caer e incurrir en las penas contenidas en
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_002.png,la dicha pragmatica e leyes de nuestros
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_003.png,Reynos. Y mandamos que durante el di-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_004.png,cho tiempo persona alguna sin vuestra li-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_005.png,cencia no lo pueda imprimir ni vender so
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_006.png,pena que el que lo imprimiere aya perdido
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_007.png,"y pierda todos y qualesquier libros, mol-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_008.png,des y aparejos que de los dichos libros tu
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_010.png,"viere, y mas incurra en pena de cinquenta"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_011.png,mil maravedis por cada vez aue lo contra-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_012.png,"rio hiziere, la qual dicha pena sea la tercia"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_013.png,"parte para el juez que lo sentenciare, y la"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_015.png,otra tercia parte para la persona que lo
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_016.png,"denunciare, y la otra tercia parte para la"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_017.png,nuestra camara. Y mandamos a los del nue
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_018.png,stro Consejo Presidentes y Oydores de las
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_019.png,"nras Audiencias Alcaldes, alguaziles de la"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_020.png,"nuestra casa, Corte chancillerias, y a todos"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_021.png,"los Corregidores, Assistente, Governado-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_022.png,"res, Alcaldes mayores y ordinarios, y otros"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_023.png,juezes y justicias qualesquier de todas las
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_024.png,"ciudades, villas y lugares de los nros Rey-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_026.png,"nos y Señorios, ansi a los q agora son, co-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_027.png,mo a los que seran de aquí adelante q vos
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_028.png,guarden y cumplan esta nuestra cedula
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_030.png,"y merced que ansi vos hazemos, y contra"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\11\line_031.png,"el tenor y forma della, y de lo en ella conte"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\12\line_001.png,Pretende Antonio Gomez Pi
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\12\line_002.png,"mentel se reuoque el auto de la Sala de los señores Alcaldes, en que man-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\12\line_003.png,"daron, que el mandamiento despacha do contra Iacinto Gomez Pimentel,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\12\line_004.png,por ochocientos ducados para la dicha doña Leo-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\12\line_005.png,"nor Rauasco, y por setenta mil marauedis para la"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\12\line_006.png,"Camara, se entienda contra Antonio Gomez Pi-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\12\line_007.png,mentel su padre; y se cobren de él las dichas canti
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\12\line_008.png,dades. 2 Consiste el fundamento principal de la jus-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_001.png,"ticia de esta parte en ajuitar con certeza, y claridad"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_002.png,"el hecho verdadero de este negocio, que consiste"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_003.png,en que Iacinto Gomez Pimentel fue preso el mes
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_004.png,"de Agosto del año passado de 1643. por querella,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_005.png,"que de él dio doña Leonor Rauasco, por dezirla"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_006.png,"auia estrupado, y queriendole prender vnos Algua"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_007.png,"ziles de esta Corte, les hizo resistencia, y sobe ello"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_008.png,"se le hizo nueua causa, y por ello fue condenado"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_009.png,"en seis años de galeras, y lleuado a la caxa de Tole"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_010.png,"do, y por sentencia de reuista se le conmutó la di-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_011.png,"cha pena de galeras, en quatro años del presidio de"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_012.png,Oran.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_013.png,3	Estando condenado Iacinto Gomez en la
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_014.png,"pena referida, siguió doña Leonor Rauasco su que"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_015.png,"rella de estrupo, contra Iacinto Gomez Pimentel, y"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_016.png,"conclusa la causa por sentencia de vista, que se dio"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_017.png,en ocho de Febrero de 1645. fue condenado en
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_018.png,"quatro años mas del presidio de Oran, y en mil du"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_019.png,"cados para la parte querellante, y en cien mil mara"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_020.png,"uedis para la Camara, de que suplicó, y por senten-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_021.png,"cia de reuista, que se dio en diez de Mayo del di-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_022.png,cho año de 1645. se confirmó la sentencia de vis-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_023.png,"ta, con que los mil ducados fuessen ochocientos,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_024.png,"y los cien mil marauedis, setenta mil, y los quatro"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_025.png,"años de presidio, dos."
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_026.png,"4	En execución desta executoria, se despachó"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_027.png,"mandamiento para cobrar las penas pecuniarias, y"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_028.png,"se requirió con el á Antonio Gomez Pimentel, pa"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_029.png,"dre de Iacinto Gomez, para que diesse bienes de su"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_030.png,"hijo, el qual respondio, quela tenia entregada, y pa"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_031.png,"gada toda su legitima materna, y que no tenia bie"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_032.png,nes suyos.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_033.png,"5	Doña Leonor Rauasco pidio se mandasse,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_034.png,"que el mandamiento despachado, se entendiesse"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\13\line_035.png,"con Antonio Gomez Pimentel, por tener en su po-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_002.png,"der seis mil ducados, que auian tocado a su hijo Ia-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_003.png,cinto Gomez por su legitima materna: y para que
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_004.png,"dello constasse pidio compulsorio, para que Anto"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_005.png,"nio Cadenas Escriuano de Prouincia, le diesse vn"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_006.png,"testimonio de la particion, que se auia hecho de"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_007.png,"los bienes de doña Beatriz de Silua, entre Atonio"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_008.png,"Gomez Pimentel, y sus hijos."
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_009.png,6	Por testimonio de Antonio Cadenas Escri-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_010.png,"uano de Prouincia consta, que ante el como tal Es-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_011.png,"criuano, se presentó la dicha cuenta, y particion,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_012.png,"y que se pidio su aprouacion, y que se auia dado"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_013.png,"traslado dellas a las partes, y que Antonio Gomez"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_014.png,"auia dicho de agrauios contra ellas, pretendiendo"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_015.png,"se le auian de hazer buenos, y pagar seis mil duca-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_016.png,"dos por el capital, que auia lleuado al matrimonio"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_017.png,"con doña Beatriz de Silua, y trecientos ducados que"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_018.png,auia gastado en su funeral.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_019.png,"7	Tambien consta por dicho testimonio, que"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_020.png,Iacinto Gomez Pimentel huuo de auer por su le-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_021.png,"gitima materna 51?681. reales, y que se le adju-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_022.png,"dicaron, y pagaron en diferentes deuitos que se que-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_023.png,"daron deuiendo, quando murio doña Beatriz"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_024.png,"de Silua, y en otros efectos, que se auian de co-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_025.png,brar.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_026.png,"8	Al fin de este testimonio, dize, que los Con-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_027.png,tadores hizieron la dicha particion con declara-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_028.png,"cion, que si Antionio Gomez Pimentel se quisiesse"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_029.png,"encargar de la cobranza de los 115?840. reales, que"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_030.png,"montan las deudas que van partidas, entre los he"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_031.png,"rederos contenidas en la relacion jurada, que dio,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_032.png,"se le ha de satisfacer por los tres herederos, cada v-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_033.png,no la tercia parte de lo que en la cobranza se gasta-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_034.png,re. 9	Tambien declaran que ay 38?298. rea-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\14\line_035.png,"les de deudas perdidas, y que si en algun tiempo se"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_002.png,14	Otra carta de pago otorgada ante el dicho
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_003.png,"Escriuano, en 19. de Enero de 1640. por Iacinto"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_004.png,"Gomez, en que confiessa auer recibido de su padre 9?"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_005.png,"333. reales, que le tocan, como a vno de tres here-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_006.png,deros de doña Beatriz de Silua su madre de su par-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_007.png,"te, de la dote que lleuó al matrimonio. Y ratifica"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_008.png,"las dos cartas de pago, que antes desta tenia otor-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_009.png,"gadas, y dize, aquellas son por cuenta de las demas"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_010.png,"pretensiones que tiene; y declara, que con estas can-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_011.png,"tidades, se da por pagado de la dote, y bienes ganan-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_012.png,"ciales, y demas pretenciones que pueda tener, por"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_013.png,quanto importa mas que ellas la hazienda que ha
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_014.png,"gastado a su padre, y por ser menor de veinte y cin"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_015.png,"co años jura la relacion de esta escritura, y estar, y"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_016.png,passar por ella.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_018.png,15	Otra escritura otorgada en 18. de Octu-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_019.png,"bre de 1644. en esta Villa, ante Iuan Bautista San-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_020.png,"chez Brauo Escriuano, por Iacinto Gomez Pimen"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_021.png,"tel, en que declara, que es mayor de 25. años, y que"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_022.png,siendo menor otorgó en fauor de su padre dos car
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_023.png,"tas de pago, que montan 32?646 reales, por cuen"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_024.png,"ta de la parte que le toca de bienes gananciales, y"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_025.png,"arras de su madre, á mayor abundamiento las aprue-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_026.png,"ua, y ratifica. Y ansimismo declara, que tiene otor"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_027.png,"gada otra carta de pago de 9?333. reales, por la"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_028.png,"parte que le toca de la dote de su madre, y tambien"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_029.png,"la ratifica: y dize, que de los diez y seis mil setecien"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_030.png,tos setenta y dos reales que montó la tienda que
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_031.png,"le entregó su padre, le ha perdonado los 8?672."
